metier,identifiant,competences,savoir-etre
Administrateur linux,146TSXV,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,146TSQZ,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,146SJQL,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,146RNTS,"Système d'exploitation Linux. Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Force de proposition. Travail en équipe. Autonomie
Administrateur linux,146PPHB,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Système d'exploitation Linux. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Force de proposition. Travail en équipe. Autonomie
Administrateur linux,146NTVF,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Réactivité. Travail en équipe. Sens de la communication
Administrateur linux,146NNBX,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,146MQZZ,,
Administrateur linux,146KYVJ,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,146JXMG,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,146GVZC,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,146GVYY,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,146BYHK,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Force de proposition. Capacité de décision. Sens de l'organisation
Administrateur linux,145RTPD,"Actualiser les systèmes d'information en fonction des évolutions. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques. Système d'exploitation Linux",
Administrateur linux,145LCCC,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,144XBQP,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Force de proposition. Gestion du stress. Autonomie
Administrateur linux,144WMLV,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,147FGNT,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,143WQNK,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,147FDTR,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques. SalonduNumérique",
Administrateur linux,147BMQB,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,146WCJM,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques. SalonduNumérique",
Administrateur linux,146VXXZ,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,146RMYY,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Réactivité
Administrateur linux,146FCGV,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,146DCTX,"Administrer un Système d'Information (SI). Améliorer un système d'information. Analyser les performances d'un système d'information. Attribuer des ressources logiques et matérielles de réseaux. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Gérer les droits d'accès des utilisateurs. Installer un équipement informatique. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques. Paramétrage de logiciels. Principes d'intégration de matériels et de logiciels. Protection des données numériques. Règlement Général européen sur la Protection des Données (RGPD). Règles d'installation informatiques. Réaliser les interventions de télémaintenance d'équipements d'utilisateurs. Sélectionner les équipements informatiques. Actualiser les systèmes d'information en fonction des évolutions. Former un public à l'utilisation d'un équipement. Système de messagerie",Réactivité. Travail en équipe. Autonomie
Administrateur linux,146BSGC,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Travail en équipe. Autonomie. Sens de l'organisation
Administrateur linux,145YCKZ,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Travail en équipe. Autonomie. Rigueur
Administrateur linux,146CRQN,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur linux,145MSTW,"Améliorer un système d'information. Analyser les performances d'un système d'information. Conseiller des équipes de développement, de production et des utilisateurs. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Traiter l'information (collecter, classer et mettre à jour)",
Administrateur linux,7455098,,
Administrateur linux,7454785,,
Administrateur linux,7454744,,
Administrateur linux,7454541,,
Administrateur linux,7453621,,
Administrateur linux,7450749,,
Administrateur linux,7423137,,
Administrateur linux,7422269,,
Administrateur linux,7421803,,
Administrateur linux,7420488,,
Administrateur linux,7413157,,
Administrateur linux,7411541,,
Administrateur linux,7406595,,
Administrateur linux,7400940,,
Administrateur linux,7376570,,
Administrateur linux,7373220,,
Administrateur linux,7373083,,
Administrateur linux,7372784,,
Administrateur linux,7372025,,
Administrateur linux,7372006,,
Administrateur linux,7371265,,
Administrateur linux,7367747,,
Administrateur linux,7366383,,
Administrateur linux,7365977,,
Administrateur linux,7365824,,
Administrateur linux,7348759,,
Administrateur linux,7343430,,
Administrateur linux,7342876,,
Administrateur linux,7342810,,
Administrateur linux,7339517,,
Administrateur linux,7339273,,
Administrateur linux,7317645,,
Administrateur linux,7317243,,
Administrateur linux,7316735,,
Administrateur linux,7312674,,
Administrateur linux,7281845,,
Administrateur linux,7279496,,
Administrateur linux,7278134,,
Administrateur linux,7270787,,
Administrateur linux,7266907,,
Administrateur linux,7266243,,
Administrateur linux,7266206,,
Administrateur linux,7266154,,
Administrateur linux,7249761,,
Administrateur linux,7247561,,
Administrateur linux,7218132,,
Administrateur linux,7212877,,
Administrateur linux,7212533,,
Administrateur linux,7200635,,
Administrateur linux,7197523,,
Administrateur linux,7174219,,
Administrateur linux,7143730,,
Administrateur linux,7143570,,
Administrateur linux,7143413,,
Administrateur linux,7133372,,
Administrateur linux,7133318,,
Administrateur linux,7133264,,
Administrateur linux,7132845,,
Administrateur linux,7127954,,
Administrateur linux,7119657,,
Administrateur linux,7111432,,
Administrateur linux,7055621,,
Administrateur linux,7054840,,
Administrateur linux,7054254,,
Administrateur linux,7053882,,
Administrateur linux,7048590,,
Administrateur linux,7003101,,
Administrateur linux,7002651,,
Administrateur linux,7001889,,
Administrateur linux,7001428,,
Administrateur linux,7000986,,
Administrateur linux,7000568,,
Administrateur linux,7000272,,
Administrateur linux,6965375,,
Administrateur linux,6942327,,
Administrateur linux,6934049,,
Administrateur linux,6933977,,
Administrateur linux,6899795,,
Administrateur linux,6844210,,
Administrateur linux,6806164,,
Administrateur linux,6785129,,
Administrateur linux,6767791,,
Administrateur linux,6742168,,
Administrateur linux,6742058,,
Administrateur linux,6713879,,
Administrateur linux,6708953,,
Administrateur linux,6691377,,
Administrateur linux,6682395,,
Administrateur linux,6644420,,
Administrateur linux,6590842,,
Administrateur linux,6589428,,
Administrateur linux,6588975,,
Administrateur linux,6585142,,
Administrateur linux,6572121,,
Administrateur linux,6568066,,
Administrateur linux,6519301,,
Administrateur linux,6497636,,
Administrateur linux,6488317,,
Administrateur linux,6488174,,
Administrateur linux,6456036,,
Administrateur linux,6455076,,
Administrateur linux,6455009,,
Administrateur linux,6428710,,
Administrateur linux,6423392,,
Administrateur linux,6381778,,
Administrateur linux,6349578,,
Administrateur linux,6349042,,
Administrateur linux,6344754,,
Administrateur linux,6342266,,
Administrateur linux,6181294,,
Administrateur linux,6147349,,
Administrateur linux,6146327,,
Administrateur linux,6145732,,
Administrateur linux,6145232,,
Administrateur linux,6138792,,
Administrateur linux,6109775,,
Administrateur linux,6089869,,
Administrateur linux,6037672,,
Administrateur linux,6037589,,
Administrateur linux,6037104,,
Administrateur linux,6031383,,
Administrateur linux,5984058,,
Administrateur linux,5983579,,
Administrateur linux,5982102,,
Administrateur linux,5981295,,
Administrateur linux,5964408,,
Administrateur linux,5949494,,
Administrateur linux,5903143,,
Administrateur linux,5903032,,
Administrateur linux,5895854,,
Administrateur linux,5895532,,
Administrateur linux,5803092,,
Administrateur linux,5803039,,
Administrateur linux,5802218,,
Administrateur linux,5801962,,
Administrateur linux,5801021,,
Administrateur linux,5715350,,
Administrateur linux,5696545,,
Administrateur linux,5695655,,
Administrateur linux,5679173,,
Administrateur linux,5568028,,
Administrateur linux,5529259,,
Administrateur linux,5525789,,
Administrateur linux,5439638,,
Administrateur linux,5208731,,
Administrateur linux,5208656,,
Administrateur linux,5206355,,
Administrateur linux,4952761,,
Administrateur linux,4943010,,
Administrateur linux,4908525,,
Administrateur linux,4904891,,
Administrateur linux,4904569,,
Administrateur linux,4784508,,
Administrateur linux,4769338,,
Administrateur linux,4648741,,
Administrateur linux,4648641,,
Administrateur linux,4646987,,
Administrateur linux,4641767,,
Administrateur linux,4633549,,
Administrateur linux,4343803,,
Administrateur linux,4310802,,
Administrateur linux,4246710,,
Administrateur linux,4111490,,
Administrateur linux,3690414,,
Administrateur linux,3051108,,
Administrateur linux,6427966,,
Administrateur linux,2101366,,
Administrateur linux,7454959,,
Administrateur linux,7454014,,
Administrateur linux,7419524,,
Administrateur linux,7282086,,
Administrateur linux,7281637,,
Administrateur linux,7142835,,
Administrateur linux,6681376,,
Administrateur linux,6459228,,
Administrateur linux,6455998,,
Administrateur linux,6454705,,
Administrateur linux,6426139,,
Administrateur linux,6237458,,
