metier,identifiant,competences,savoir-etre
Développeur informatique,146XQCH,Windows. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146XPQT,java. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges. Fx. Swing,Persévérance. Réactivité. Gestion du stress
Développeur informatique,146XNMK,C# .Net. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges. MongoDB ou PostGreSQL,
Développeur informatique,146XMTH,"C# WPF. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges. Asp.Net MVC. NoSQL (MongoDB, Cassandra, Redis). SQL (MySQL, PostgreSQL, SQLServer)",Capacité d'adaptation. Persévérance. Autonomie
Développeur informatique,146XMQC,"Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Développer une application en lien avec une base de données. Langage informatique Java. Langage informatique PHP. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges. Analyser les besoins du client. Architecture d'applications. Architecture des systèmes d'information. Architecture web. Business Intelligence (BI) / Informatique décisionnelle. Gestion de projet. Informatique de gestion. Intervenir en informatique de gestion. Langage informatique C#. Langage informatique C/C++. Langage informatique Python. Langage informatique Ruby. Langage informatique SQL. Langage informatique XML. Planifier les étapes d'un projet. Réaliser des supports techniques. Réaliser la mise en production de solution logicielle dans un environnement d'exploitation. Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...). Technologies de l'accessibilité numérique",Persévérance. Autonomie. Rigueur
Développeur informatique,146XFZY,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges,Travail en équipe. Autonomie. Sens de l'organisation
Développeur informatique,146XFTD,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges,Travail en équipe. Autonomie. Rigueur
Développeur informatique,146XFSF,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges. SalonduNumérique,
Développeur informatique,146VSZY,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Capacité d'adaptation. Travail en équipe. Autonomie
Développeur informatique,146VKCY,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146TBMW,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Capacité d'adaptation. Autonomie. Rigueur
Développeur informatique,146SMCJ,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Méthode AGILE. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146SKHY,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Établir un cahier des charges. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB),Réactivité. Autonomie. Sens de l'organisation
Développeur informatique,146SKGB,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Réactivité. Travail en équipe. Autonomie
Développeur informatique,146SCPD,,
Développeur informatique,146RXYN,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Langage informatique PHP. Langage informatique SQL. Langages de programmation informatique. Programmer dans un langage informatique spécifique. Analyser des problèmes techniques. Déterminer des mesures correctives. Développer une application en lien avec une base de données. Planifier les étapes d'un projet. Programmation informatique. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Force de proposition. Travail en équipe. Rigueur
Développeur informatique,146RFGT,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146QWWT,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146QTVY,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Réactivité. Autonomie. Sens de l'organisation
Développeur informatique,146QTKX,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Réactivité. Autonomie. Sens de l'organisation
Développeur informatique,146QPPX,,
Développeur informatique,146QPCB,,
Développeur informatique,146QHGR,,
Développeur informatique,146PKCG,,Travail en équipe. Autonomie. Rigueur
Développeur informatique,146PJQB,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Autonomie. Capacité d'adaptation. Travail en équipe
Développeur informatique,146PJNH,Algorithmique. Concevoir et développer les programmes et applications informatiques. Langage informatique C#. Mathématiques,Persévérance. Travail en équipe. Rigueur
Développeur informatique,146NTYM,Concevoir et développer les programmes et applications informatiques,Réactivité. Travail en équipe. Autonomie
Développeur informatique,146NGDP,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Capacité d'adaptation. Force de proposition
Développeur informatique,146NCKN,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Capacité d'adaptation. Curiosité. Sens de l'organisation
Développeur informatique,146NCHK,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146NBMK,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Capacité d'adaptation. Curiosité. Sens de l'organisation
Développeur informatique,146MYZP,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives,Force de proposition. Travail en équipe. Rigueur
Développeur informatique,146LDDS,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146KYMW,Analyser les besoins du client. Bases en Electrotechnique. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Environnement LINUX. Maitrise des Langages AUTOMATES. Mautrise des PROTOCOLES. Ptratique ELECTRONIQUE BT et ASSERVISSEMENTS. Rédiger une Spécification Technique de Besoin (STB),Force de proposition. Sens de la communication. Autonomie
Développeur informatique,146JVRD,"Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges. BIG DATA : hdfs hadoop spark scala kafka. JAVA EE, React Native, React JS,ANGULAR, Angula JS",Force de proposition. Gestion du stress. Autonomie
Développeur informatique,146JTLY,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146JSZL,"Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Installer du matériel d'automatisation. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site",Réactivité. Autonomie. Rigueur
Développeur informatique,146JSQK,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146JLDQ,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146JDGY,,Force de proposition. Sens de l'organisation. Rigueur
Développeur informatique,146JCDG,"Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique HTML. Langage informatique Java. Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...)",Réactivité. Sens de l'organisation. Rigueur
Développeur informatique,146HXMX,"Analyser des problèmes techniques. Architecture web. Concevoir et développer les programmes et applications informatiques. Développer une application en lien avec une base de données. Langage informatique HTML. Langage informatique Java. Langage informatique PHP. Langage informatique XML. Réseaux informatiques et télécoms. Systèmes d'exploitation informatique. Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...). Animer une formation. Déterminer des mesures correctives. Former un public à l'utilisation d'un équipement. Gestion commerciale, relation clients. Informatique de gestion. Intervenir en informatique de gestion. Paramétrer un progiciel. Principes d'intégration de matériels et de logiciels. Outils bureautiques",Capacité d'adaptation. Réactivité. Autonomie
Développeur informatique,146GDKW,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146FMXV,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Autonomie. Sens de l'organisation. Rigueur
Développeur informatique,146FGQR,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146FGQG,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146FGPR,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146DJBK,"Framework : Laravel, Symfony. Langages HTML5, CSS3, JavaScript (JQuery). PHP, AJAX, SQL, React, React Native",Force de proposition. Sens de l'organisation. Rigueur
Développeur informatique,146DFFX,"Automatisme. Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site",Autonomie. Rigueur. Sens de l'organisation
Développeur informatique,146DFBZ,"Automatisme. Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges. Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation. Saisir la réinitialisation ou la modification du programme d'automatisation et le transférer vers un automate programmable. Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site",Autonomie. Rigueur. Sens de l'organisation
Développeur informatique,146CVSL,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Capacité d'adaptation. Travail en équipe. Autonomie
Développeur informatique,146CQCF,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,146CMGR,Concevoir et développer les programmes et applications informatiques. Développer une application en lien avec une base de données. Déterminer des mesures correctives. Informatique industrielle. Langage informatique C#. Langage informatique C/C++. Langage informatique Java. Langage informatique SQL. Langage informatique Visual Basic. Programmation informatique,Capacité d'adaptation. Réactivité. Autonomie
Développeur informatique,146CCJY,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Curiosité. Autonomie. Capacité de décision
Développeur informatique,146BVSP,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Force de proposition. Curiosité. Gestion du stress
Développeur informatique,146BFZS,"Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Développer une application en lien avec une base de données. Programmation informatique. Programmation logicielle. Programmer dans un langage informatique spécifique. Déterminer des choix techniques d'architecture logicielle et matérielle et sélectionner des technologies, matériels, logiciels, configurations. Déterminer des mesures correctives. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques. Modélisation informatique. Rédiger une Spécification Technique de Besoin (STB). Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...). Traiter l'information (collecter, classer et mettre à jour). Établir un cahier des charges",Travail en équipe. Sens de l'organisation
Développeur informatique,145XZNJ,Analyser les besoins du client. Base données relationnelle MySQL et/ou PostgreSQL. Concevoir et développer les programmes et applications informatiques. Connaissance des applications mobiles. Connaissance Mode de Commandes (Shell Script). Environnement Windows. Gestion de projet. Maitrise de l'architecteure MVC. Maitrise de la méthode Merise. Maitrise des langages JAVA/J2EE. Programmation Multi-Thread (multi-process). Web Services (REST ou SOAP). Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Réactivité. Travail en équipe. Autonomie
Développeur informatique,145XYXY,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,145XQHJ,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Travail en équipe. Autonomie. Sens de l'organisation
Développeur informatique,145PXVZ,Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Analyser les besoins du client. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Réactivité. Travail en équipe. Rigueur
Développeur informatique,145PMKP,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,145MFFD,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique SQL. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,145JYQG,"Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Effectuer une assistance technique. Installer et intégrer le matériel (station, équipement réseau, périphériques, ...) dans l'environnement de production et configurer les ressources logiques et physiques. Réaliser la maintenance de premier niveau de matériel informatique. Superviser et vérifier l'état des ressources informatiques, réaliser les sauvegardes et les archivages de données. Capacité d'écoute",Travail en équipe
Développeur informatique,145HBWB,Langage informatique Python. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Anglais : Lecture de documentation technique,Capacité d'adaptation. Curiosité. Sens de l'organisation
Développeur informatique,145GZWN,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,145FJKD,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Réactivité. Autonomie. Sens de l'organisation
Développeur informatique,145CXLM,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Capacité d'adaptation. Force de proposition. Autonomie
Développeur informatique,144ZTWJ,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,144WVVT,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Force de proposition. Persévérance. Autonomie
Développeur informatique,144SDDL,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Former un public à l'utilisation d'un équipement. Informatique industrielle. Langage informatique C#. Langage informatique CSS. Langage informatique Java. Langage informatique PHP. Langage informatique SQL. Langage informatique VB.NET. Progiciels de Gestion Intégrée (PGI) / Enterprise Resource Planning (ERP). Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Force de proposition. Travail en équipe. Autonomie
Développeur informatique,144PBRW,,Travail en équipe. Autonomie. Rigueur
Développeur informatique,144NGZP,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Curiosité. Sens de la communication. Autonomie
Développeur informatique,144MCFY,"Analyser des problèmes techniques. Analyser les besoins du client. Réaliser des supports techniques. Traiter l'information (collecter, classer et mettre à jour). Établir un cahier des charges",
Développeur informatique,144KNZR,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Gestion du stress. Capacité de décision. Sens de l'organisation
Développeur informatique,144GRXS,"Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques. Langage informatique HTML. Langage informatique J2EE. Langage informatique Java. Langage informatique SQL. Méthode AGILE. Rédiger une Spécification Technique de Besoin (STB). Traiter l'information (collecter, classer et mettre à jour)",
Développeur informatique,144BFXP,Langage informatique C#. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Gestion de projet. Langage informatique SQL,Capacité d'adaptation. Autonomie. Rigueur
Développeur informatique,143MXDK,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Capacité d'adaptation. Curiosité. Force de proposition
Développeur informatique,143LTXN,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,142BFDQ,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Travail en équipe. Sens de la communication. Rigueur
Développeur informatique,141QZQX,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Force de proposition. Persévérance. Autonomie
Développeur informatique,147KCHJ,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques. Langage informatique C#. Langage informatique SQL. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Curiosité. Travail en équipe. Autonomie
Développeur informatique,147JYVP,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Capacité d'adaptation. Travail en équipe. Autonomie
Développeur informatique,147HYZY,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges. SalonduNumerisue,
Développeur informatique,147HKXY,,
Développeur informatique,147HJSR,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Développeur informatique,147FRWD,,
