metier,identifiant,competences,savoir-etre
Consultant informatique,147JTWW,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,147JMDZ,,Réactivité. Sens de la communication. Autonomie
Consultant informatique,147JLGS,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,147HDYS,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné,Réactivité. Travail en équipe. Sens de l'organisation
Consultant informatique,147GZKS,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Autonomie. Sens de l'organisation. Rigueur
Consultant informatique,147GNBD,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,147FFXP,Analyser les besoins d'un projet. Concevoir l'architecture d'un système d'information. Concevoir les solutions techniques. Évaluer le résultat de ses actions. Définir les caractéristiques techniques du produit,Capacité d'adaptation. Travail en équipe. Autonomie
Consultant informatique,147DPNN,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges. SalonduNumérique,Force de proposition. Curiosité
Consultant informatique,147DMHK,Analyser les processus métier. Définir des solutions fonctionnelles,Sens de la communication. Sens de l'organisation. Rigueur
Consultant informatique,147BYCT,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges,
Consultant informatique,146VKKK,Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Finance. Intervenir en informatique de gestion,
Consultant informatique,146SJCH,Analyser les besoins d'un projet. Concevoir l'architecture d'un système d'information. Concevoir les solutions techniques. Définir les caractéristiques techniques du produit. Évaluer le résultat de ses actions,Curiosité. Sens de la communication. Rigueur
Consultant informatique,146RBMC,Analyser les besoins d'un projet. Concevoir l'architecture d'un système d'information. Concevoir les solutions techniques. Définir les caractéristiques techniques du produit. Évaluer le résultat de ses actions,Autonomie. Sens de l'organisation. Rigueur
Consultant informatique,146QHFT,,
Consultant informatique,146PSDB,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Établir un cahier des charges,Travail en équipe. Autonomie. Rigueur
Consultant informatique,146NDCG,,
Consultant informatique,146MYJC,Analyser des problèmes techniques. Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques,Force de proposition. Autonomie. Rigueur
Consultant informatique,146MWLM,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,146LZTB,Analyser des problèmes techniques. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Langage informatique Apache. Langage informatique C#. Langages de programmation informatique. Méthode AGILE. Méthodologie Scrum. Programmation informatique. Programmer dans un langage informatique spécifique. Réaliser des supports techniques. Rédiger une Spécification Technique de Besoin (STB). Analyser les besoins du client. Développer une application en lien avec une base de données. Langage informatique Ada. Langage informatique Basic. Langage informatique C/C++. Langage informatique J2EE. Langage informatique Java. Langage informatique SQL. Méthodologie SAFe. Progiciels de Gestion Intégrée (PGI) / Enterprise Resource Planning (ERP),Travail en équipe. Autonomie. Sens de l'organisation
Consultant informatique,146HTST,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Réactivité. Sens de la communication. Autonomie
Consultant informatique,146GQMV,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,146DYVK,,
Consultant informatique,146CWPW,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Capacité d'adaptation. Force de proposition. Rigueur
Consultant informatique,145SGCL,Architecture des systèmes d'information. Mettre en oeuvre des préconisations fonctionnelles et techniques. Progiciels de Gestion Intégrée (PGI) / Enterprise Resource Planning (ERP). Recenser les besoins du commanditaire. Analyser les processus métier. Animer une réunion. Conduite du changement. Définir la faisabilité et la rentabilité d'un projet. Méthode AGILE,Force de proposition. Sens de la communication. Rigueur
Consultant informatique,145JKTH,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,145HPNC,"Analyser les processus métier. Animer une réunion. Définir des solutions fonctionnelles. Recenser les besoins du commanditaire. Suivre l'avancement d'un projet. Technologie de l'internet. Coordonner l'activité d'une équipe. Déployer des applications. Méthode AGILE. Traiter l'information (collecter, classer et mettre à jour). Capacités manageriales",Sens de la communication. Autonomie. Sens de l'organisation
Consultant informatique,145HMWN,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Curiosité. Sens de la communication. Rigueur
Consultant informatique,144LCCL,Office365 / MS365. Établir un cahier des charges. Analyser des problèmes techniques. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Programmation informatique. Réaliser des études et développements informatiques. Rédiger une Spécification Technique de Besoin (STB),Capacité de décision. Capacité à fédérer. Force de proposition
Consultant informatique,143HGFR,"Analyser et définir les besoins de l'entreprise, des utilisateurs en matière d'organisation et de systèmes d'information et de télécoms. Concevoir le schéma directeur à partir des orientations fixées par la direction et des besoins des services utilisateurs et superviser les modalités de mise en oeuvre. Coordonner les différentes étapes d'un projet. Piloter un projet. Procéder au choix de réalisation, de traitement en interne ou par sous-traitance et en contrôler la conformité de réalisation",
Consultant informatique,139CCQY,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,139CCNK,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,147JCBN,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,147HSFK,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Force de proposition. Sens de la communication. Rigueur
Consultant informatique,147FQSK,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,147FQDN,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Consultant informatique,147CNLN,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Déterminer des mesures correctives. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges. SalonduNumérique,
Consultant informatique,146ZFTN,Analyser des problèmes techniques. Déterminer des mesures correctives. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques. Langage informatique C/C++. Langage informatique J2EE. Langage informatique J2ME. Langage informatique Java. Langage informatique Script Shell. Langage informatique SQL. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Travail en équipe. Autonomie. Rigueur
Consultant informatique,146WJYX,Analyser les besoins du client. Concevoir et développer les programmes et applications informatiques. Langage informatique SQL. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,Travail en équipe. Capacité à fédérer. Sens de l'organisation
Consultant informatique,146NDFT,,Travail en équipe. Sens de la communication. Autonomie
Consultant informatique,146KNZJ,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire. api. azure. c#. devops,
Consultant informatique,146HHNW,,Travail en équipe. Autonomie
Consultant informatique,145XGKV,Analyser des problèmes techniques. Déterminer des mesures correctives. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Consultant informatique,142RHHQ,Analyser des problèmes techniques. Déterminer des mesures correctives. Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques. Rédiger une Spécification Technique de Besoin (STB). Établir un cahier des charges,
Consultant informatique,147GJSJ,"Animer une réunion. Définir des solutions fonctionnelles. Former du personnel à des procédures et techniques. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire. Réaliser un reporting. Définir les évolutions d'un système d'information. Méthodes d'analyse (systémique, fonctionnelle, de risques, ...). Progiciels industriels et techniques. Réseaux informatiques et télécoms. Technologies de l'accessibilité numérique",
Consultant informatique,147GJBB,"Collecter des informations géographiques. Coordonner et contrôler la réalisation d'un projet de développement d'un Système d'Information Géographique. Géographie. Identifier et interpréter les données et caractéristiques géographiques et analyser les résultats. Logiciel de cartographie. Restituer des informations géographiques par une cartographie à thèmes. Structurer des informations géographiques. Système d'Information Géographique (SIG). Sélectionner, traiter et réaliser l'analyse spatiale de données géographiques. Procédures d'appels d'offres",
Consultant informatique,146LZVG,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Autonomie. Sens de l'organisation. Rigueur
Consultant informatique,146KQND,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Travail en équipe. Autonomie. Rigueur
Consultant informatique,146KQJW,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Travail en équipe. Autonomie. Rigueur
Consultant informatique,147GCRD,Analyser les processus métier. Définir la faisabilité et la rentabilité d'un projet. Former du personnel à des procédures et techniques. Recenser les besoins du commanditaire. Établir un cahier des charges,Capacité d'adaptation. Force de proposition. Rigueur
Consultant informatique,147DVWQ,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Capacité d'adaptation. Force de proposition. Sens de la communication
Consultant informatique,147BTTD,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,147BJZT,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Curiosité. Autonomie. Rigueur
Consultant informatique,147BJVN,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire. SalonduNumérique,Sens de la communication. Autonomie. Sens de l'organisation
Consultant informatique,147BFFJ,,
Consultant informatique,146YFZM,,
Consultant informatique,146WHVV,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Sens de la communication. Autonomie. Rigueur
Consultant informatique,146TDMM,Recenser les besoins du commanditaire,Curiosité. Réactivité. Rigueur
Consultant informatique,146RMSG,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Sens de la communication. Sens de l'organisation. Rigueur
Consultant informatique,146RDRH,Analyser les besoins d'un projet. Concevoir l'architecture d'un système d'information. Évaluer le résultat de ses actions,Force de proposition. Autonomie. Rigueur
Consultant informatique,146QJVF,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Autonomie
Consultant informatique,146NMGQ,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,146NFDQ,,Réactivité. Capacité à fédérer. Capacité de décision
Consultant informatique,146KXGH,,Autonomie. Sens de l'organisation. Rigueur
Consultant informatique,146KDVC,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Travail en équipe. Sens de l'organisation. Rigueur
Consultant informatique,146HSDH,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,146GKST,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,145PNFY,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Procéder aux phases de tests et de recettes des applications développées. Recenser les besoins du commanditaire,
Consultant informatique,144QDGY,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,142RRHH,,Capacité d'adaptation. Autonomie. Rigueur
Consultant informatique,146ZFDJ,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Travail en équipe. Sens de la communication. Rigueur
Consultant informatique,145YWSS,Analyser les processus métier. Coordonner les différentes étapes d'un projet. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Gestion de projet. Piloter un projet. Suivre l'avancement d'un projet,Prise de recul. Réactivité. Sens de l'organisation
Consultant informatique,146SMBN,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Procéder aux phases de tests et de recettes des applications développées. Recenser les besoins du commanditaire,
Consultant informatique,147HKPW,Architecture des systèmes d'information. Définir des solutions fonctionnelles. Définir les évolutions d'un système d'information. Identifier des choix stratégiques d'évolution des systèmes d'information de l'entreprise. Mettre en oeuvre des préconisations fonctionnelles et techniques. Présenter les évolutions du système d'information au commanditaire. Règles de sécurité Informatique et Télécoms. Réseaux informatiques et télécoms,Capacité d'adaptation. Autonomie. Sens de l'organisation
Consultant informatique,147CFRK,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Travail en équipe. Sens de la communication. Sens de l'organisation
Consultant informatique,147CDQV,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Curiosité. Sens de la communication. Capacité de décision
Consultant informatique,147BMGX,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Réactivité. Travail en équipe. Autonomie
Consultant informatique,147KCJF,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Force de proposition. Autonomie
Consultant informatique,147FKHW,,Travail en équipe. Sens de la communication. Sens de l'organisation
Consultant informatique,147DMDR,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Réactivité. Sens de la communication. Autonomie
Consultant informatique,147DMDR,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Réactivité. Sens de la communication. Autonomie
Consultant informatique,146XZSD,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Travail en équipe. Sens de l'organisation. Rigueur
Consultant informatique,146XJJS,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet,Réactivité. Autonomie. Rigueur
Consultant informatique,146RNCY,Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Sens de la communication. Sens de l'organisation. Rigueur
Consultant informatique,146PWMJ,Analyser les processus métier. Architecture des systèmes d'information. Coordonner les différentes étapes d'un projet. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Définir les évolutions d'un système d'information. Participer à la mise en place d'un Progiciel de Gestion Intégré (PGI). Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Prise de recul. Travail en équipe. Sens de la communication
Consultant informatique,146MZJF,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,146LRGB,,Réactivité. Sens de la communication. Sens de l'organisation
Consultant informatique,146LCFY,Connaissances approfondies des processus métiers. Connaissances fonctionnelles des systèmes d¿inform. Analyser les processus métier. Concevoir des supports d'information et de communication. Contrôler et rédiger l'application des consignes. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Travail en équipe. Sens de la communication. Sens de l'organisation
Consultant informatique,146HXFR,Analyser les processus métier. Assurer le suivi d'un prestataire. Conduire des projets d'intégration de logiciels. Connaissance des collectivités territoriales. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Force de proposition. Sens de l'organisation. Rigueur
Consultant informatique,146HKBD,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,145TQSY,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,145LNVG,"Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Gestion de projet. Méthode AGILE. Procéder aux phases de tests et de recettes des applications développées. Procédures d'élaboration d'un plan de tests (étapes, scénarii...). Présenter les évolutions du système d'information au commanditaire",Curiosité. Sens de la communication. Rigueur
Consultant informatique,143ZYRD,Connaissance processus achat. Connaissance des modules SAP (MM / FI / CO). Connaissance solutions de dématérialisation,Travail en équipe. Autonomie. Rigueur
Consultant informatique,147KKTR,Concevoir des supports d'information et de communication. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,147KHVX,Définir la faisabilité et la rentabilité d'un projet. Recenser les besoins du commanditaire. Analyser les processus métier. Définir des solutions fonctionnelles. Présenter les évolutions du système d'information au commanditaire,Force de proposition. Réactivité. Sens de la communication
Consultant informatique,147KGJH,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Capacité d'adaptation. Sens de la communication. Autonomie
Consultant informatique,147JNHT,Analyser les processus métier. Coordonner l'activité d'une équipe. Définir des solutions fonctionnelles. Méthode AGILE. Méthodologie SAFe. Méthodologie Scrum. Recenser les besoins du commanditaire. Animer une réunion. Présenter les évolutions du système d'information au commanditaire,
Consultant informatique,147HXKS,Analyser les processus métier. Définir des solutions fonctionnelles. Procéder aux phases de tests et de recettes des applications développées. Recenser les besoins du commanditaire. Définir la faisabilité et la rentabilité d'un projet,Force de proposition. Réactivité. Sens de l'organisation
Consultant informatique,147HLCS,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet,Capacité d'adaptation. Réactivité. Travail en équipe
Consultant informatique,147HGFK,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,147GCBX,Finance. Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire. SalonduNumérique,
Consultant informatique,147FDSY,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Sens de la communication. Autonomie. Rigueur
Consultant informatique,147DYQS,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,147CZMG,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,147CZFB,,
Consultant informatique,147CWGK,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,
Consultant informatique,147CRBH,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Procéder aux phases de tests et de recettes des applications développées. Recenser les besoins du commanditaire,Travail en équipe. Autonomie. Rigueur
Consultant informatique,147CLDQ,Comptabilité générale,Capacité d'adaptation. Sens de la communication. Rigueur
Consultant informatique,147BYQZ,Analyser les processus métier. Définir des solutions fonctionnelles. Définir la faisabilité et la rentabilité d'un projet. Présenter les évolutions du système d'information au commanditaire. Recenser les besoins du commanditaire,Curiosité. Autonomie. Rigueur
